batter_id,batter_name,date,opposing_team,avg1,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,avg2,year
0,가르시아,10.02,KT,0.333,3,0,1,0,0,0,2,0,0,0,2,0,0,0.343,2018
0,가르시아,10.03,KT,0.250,4,1,1,0,0,0,1,0,0,0,0,0,0,0.341,2018
0,가르시아,10.06,두산,0.250,4,0,1,0,0,0,0,0,0,0,0,0,0,0.339,2018
1,강경학,4.27,넥센,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2011
1,강경학,4.28,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2011
1,강경학,5.14,삼성,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2014
1,강경학,5.15,삼성,-,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,2014
1,강경학,8.01,두산,1.000,1,1,1,0,0,1,3,0,0,0,0,0,0,1.0,2014
1,강경학,8.03,두산,0.000,3,0,0,0,0,0,0,0,0,0,0,1,0,0.25,2014
1,강경학,8.05,삼성,0.000,4,0,0,0,0,0,0,0,0,0,0,3,0,0.125,2014
1,강경학,8.06,삼성,0.500,2,0,1,0,0,0,0,0,0,0,0,0,0,0.2,2014
1,강경학,8.09,LG,0.333,3,0,1,0,0,0,0,0,0,0,0,1,0,0.231,2014
1,강경학,8.11,LG,0.000,3,0,0,0,0,0,0,0,0,0,0,0,0,0.188,2014
1,강경학,8.12,두산,0.500,2,0,1,0,0,0,0,0,0,0,0,1,0,0.222,2014
1,강경학,8.14,롯데,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0.222,2014
1,강경학,8.15,롯데,0.500,4,1,2,0,0,0,2,0,0,0,0,1,0,0.273,2014
1,강경학,8.16,NC,1.000,1,0,1,0,0,0,0,0,0,1,0,0,0,0.304,2014
1,강경학,8.17,NC,0.000,3,0,0,0,0,0,0,0,0,0,0,1,0,0.269,2014
1,강경학,8.19,롯데,0.500,4,2,2,1,1,0,0,0,0,1,0,2,0,0.3,2014
1,강경학,8.22,SK,0.400,5,1,2,0,1,0,1,0,0,0,0,0,0,0.314,2014
1,강경학,8.23,KIA,0.000,3,0,0,0,0,0,0,0,0,0,0,2,0,0.289,2014
1,강경학,8.25,KIA,0.500,2,1,1,1,0,0,0,0,0,2,0,0,0,0.3,2014
1,강경학,8.26,NC,0.000,3,0,0,0,0,0,0,0,0,0,0,1,0,0.279,2014
1,강경학,8.27,NC,0.333,3,1,1,0,0,0,0,0,0,0,1,0,0,0.28300000000000003,2014
1,강경학,8.28,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.277,2014
1,강경학,8.29,넥센,0.000,2,0,0,0,0,0,0,0,0,0,0,0,0,0.265,2014
1,강경학,9.02,SK,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.26,2014
1,강경학,9.04,삼성,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.255,2014
1,강경학,9.05,삼성,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.25,2014
1,강경학,9.07,LG,0.000,2,0,0,0,0,0,0,0,0,0,0,2,0,0.241,2014
1,강경학,9.09,넥센,0.000,3,1,0,0,0,0,0,0,0,1,0,0,0,0.228,2014
1,강경학,9.1,넥센,0.500,2,0,1,0,0,0,0,0,0,0,0,1,0,0.237,2014
1,강경학,9.11,두산,0.500,2,1,1,0,0,0,1,0,0,1,0,1,0,0.246,2014
1,강경학,9.12,두산,0.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0.238,2014
1,강경학,9.13,KIA,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0.238,2014
1,강경학,9.14,KIA,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0.238,2014
1,강경학,10.01,SK,0.250,4,0,1,0,0,0,0,0,0,0,0,1,0,0.239,2014
1,강경학,10.02,롯데,0.500,2,0,1,0,0,0,0,0,0,0,0,0,0,0.246,2014
1,강경학,10.03,롯데,0.000,3,0,0,0,0,0,0,0,0,1,0,1,0,0.236,2014
1,강경학,10.05,SK,0.000,2,0,0,0,0,0,0,0,0,0,0,0,1,0.23,2014
1,강경학,10.06,SK,0.667,3,1,2,0,1,0,0,0,0,0,0,0,0,0.247,2014
1,강경학,10.07,롯데,0.000,1,0,0,0,0,0,0,0,0,1,0,1,0,0.244,2014
1,강경학,10.09,두산,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.241,2014
1,강경학,10.1,두산,0.000,2,0,0,0,0,0,0,0,0,0,1,2,0,0.235,2014
1,강경학,10.11,롯데,0.000,1,0,0,0,0,0,0,0,0,1,0,0,0,0.232,2014
1,강경학,10.13,삼성,0.000,4,0,0,0,0,0,0,0,0,0,0,2,0,0.221,2014
1,강경학,3.28,넥센,0.500,4,1,2,0,0,0,2,1,0,1,0,1,0,0.5,2015
1,강경학,3.29,넥센,0.000,4,0,0,0,0,0,0,0,0,0,0,1,0,0.25,2015
1,강경학,4.01,두산,0.000,3,0,0,0,0,0,0,0,0,0,0,1,0,0.182,2015
1,강경학,4.02,두산,0.000,3,0,0,0,0,0,0,0,0,1,0,2,1,0.14300000000000002,2015
1,강경학,4.03,NC,0.750,4,2,3,1,0,0,0,0,1,0,0,0,0,0.278,2015
1,강경학,4.05,NC,0.333,3,0,1,0,0,0,1,0,0,0,0,0,0,0.28600000000000003,2015
1,강경학,4.07,LG,0.333,3,1,1,0,0,0,0,0,0,1,0,0,0,0.292,2015
1,강경학,4.08,LG,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,2015
1,강경학,4.09,LG,1.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0.32,2015
1,강경학,4.1,롯데,0.600,5,1,3,0,0,0,1,0,0,0,0,1,0,0.3670000000000001,2015
1,강경학,4.11,롯데,0.000,3,0,0,0,0,0,0,0,0,1,0,0,0,0.333,2015
1,강경학,4.12,롯데,0.000,2,0,0,0,0,0,0,0,0,0,0,0,0,0.314,2015
1,강경학,4.14,삼성,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314,2015
1,강경학,4.17,NC,1.000,1,1,1,0,0,0,0,0,0,1,0,0,0,0.333,2015
1,강경학,4.18,NC,0.000,3,1,0,0,0,0,0,0,0,0,1,1,0,0.308,2015
1,강경학,4.21,LG,0.000,3,0,0,0,0,0,0,0,0,0,0,0,0,0.28600000000000003,2015
1,강경학,4.23,LG,0.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0.273,2015
1,강경학,4.25,SK,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0.273,2015
1,강경학,4.29,KIA,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.267,2015
1,강경학,5.01,롯데,-,0,1,0,0,0,0,1,0,0,2,0,0,0,0.267,2015
1,강경학,5.03,롯데,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.261,2015
1,강경학,5.05,KT,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.255,2015
1,강경학,5.06,KT,0.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0.245,2015
1,강경학,5.08,두산,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.24,2015
1,강경학,5.09,두산,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,2015
1,강경학,5.1,두산,0.333,3,0,1,0,0,0,0,0,0,0,0,0,0,0.245,2015
1,강경학,5.12,삼성,0.250,4,0,1,0,1,0,2,0,0,0,0,1,0,0.246,2015
1,강경학,5.13,삼성,0.000,3,0,0,0,0,0,0,0,0,0,0,0,0,0.233,2015
1,강경학,5.14,삼성,0.250,4,1,1,0,0,0,0,1,0,0,0,2,0,0.234,2015
1,강경학,5.15,넥센,0.000,2,0,0,0,0,0,0,0,0,0,1,1,0,0.227,2015
1,강경학,5.16,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.224,2015
1,강경학,5.17,넥센,0.600,5,1,3,0,0,0,1,0,0,1,0,0,0,0.25,2015
1,강경학,5.19,SK,0.000,3,0,0,0,0,0,0,0,0,0,0,1,0,0.24,2015
1,강경학,5.2,SK,0.000,2,0,0,0,0,0,0,0,0,0,0,0,0,0.234,2015
1,강경학,5.21,SK,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,2015
1,강경학,5.23,KT,-,0,0,0,0,0,0,0,1,0,1,0,0,0,0.234,2015
1,강경학,5.24,KT,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0.234,2015
1,강경학,5.26,KIA,0.000,1,0,0,0,0,0,0,0,0,1,0,0,0,0.231,2015
1,강경학,5.27,KIA,0.333,3,1,1,0,0,0,0,0,0,1,0,0,0,0.235,2015
1,강경학,5.28,KIA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,2015
1,강경학,5.29,롯데,0.000,3,0,0,0,0,0,0,0,0,0,0,0,0,0.226,2015
1,강경학,5.3,롯데,0.000,4,0,0,0,0,0,0,0,0,0,0,1,0,0.21600000000000005,2015
1,강경학,5.31,롯데,0.333,3,0,1,0,0,0,0,0,0,0,0,1,0,0.22,2015
1,강경학,6.02,넥센,0.600,5,3,3,0,0,2,2,0,0,0,0,0,0,0.24,2015
1,강경학,6.03,넥센,0.200,5,2,1,1,0,0,0,0,0,0,0,0,0,0.238,2015
1,강경학,6.04,넥센,0.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0.233,2015
1,강경학,6.05,KT,0.667,3,0,2,1,0,0,0,0,0,1,0,0,0,0.245,2015
1,강경학,6.06,KT,0.500,2,1,1,0,0,0,2,0,0,2,0,0,0,0.25,2015
1,강경학,6.07,KT,0.250,4,0,1,0,0,0,0,0,0,1,0,2,0,0.25,2015
1,강경학,6.09,삼성,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.248,2015
1,강경학,6.1,삼성,0.250,4,2,1,1,0,0,0,0,0,1,0,0,0,0.248,2015
1,강경학,6.11,삼성,0.250,4,0,1,1,0,0,1,0,0,1,0,1,0,0.248,2015
1,강경학,6.12,LG,0.333,6,1,2,0,0,0,0,0,0,0,0,3,0,0.252,2015
1,강경학,6.13,LG,0.400,5,2,2,0,0,0,0,0,0,0,0,1,0,0.258,2015
1,강경학,6.14,LG,0.667,3,2,2,0,0,0,1,0,0,1,0,1,0,0.267,2015
1,강경학,6.16,SK,0.000,4,0,0,0,0,0,0,0,0,0,0,0,0,0.259,2015
1,강경학,6.17,SK,0.000,3,1,0,0,0,0,0,0,0,1,0,0,0,0.254,2015
1,강경학,6.18,SK,0.000,3,0,0,0,0,0,0,0,0,1,0,0,0,0.248,2015
1,강경학,6.19,NC,0.250,4,1,1,0,0,0,0,0,0,0,0,0,0,0.248,2015
1,강경학,6.2,NC,0.200,5,0,1,0,0,0,1,0,0,0,0,2,1,0.247,2015
1,강경학,6.21,NC,0.500,2,0,1,0,0,0,0,0,0,0,0,0,0,0.25,2015
1,강경학,7.21,KT,0.000,3,0,0,0,0,0,0,0,0,0,0,0,0,0.245,2015
1,강경학,7.22,KT,0.000,4,0,0,0,0,0,1,0,0,0,0,1,0,0.239,2015
1,강경학,7.24,삼성,0.250,4,1,1,0,0,0,0,0,0,0,0,0,0,0.24,2015
1,강경학,7.25,삼성,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.238,2015
1,강경학,7.26,삼성,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.237,2015
1,강경학,7.28,두산,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,2015
1,강경학,7.29,두산,0.500,2,0,1,0,0,0,1,0,0,0,0,0,0,0.24,2015
1,강경학,7.3,두산,0.667,3,2,2,0,0,0,0,0,0,2,0,0,0,0.247,2015
1,강경학,7.31,KIA,0.500,4,0,2,0,0,0,2,0,1,1,0,1,0,0.253,2015
1,강경학,8.01,KIA,0.500,6,2,3,0,0,0,0,0,0,0,0,1,0,0.261,2015
1,강경학,8.02,KIA,0.000,3,0,0,0,0,0,0,0,0,1,0,0,0,0.257,2015
1,강경학,8.04,SK,0.250,4,0,1,0,0,0,0,0,0,0,0,1,0,0.257,2015
1,강경학,8.05,SK,0.333,3,0,1,1,0,0,0,0,0,0,0,0,0,0.258,2015
1,강경학,8.06,LG,0.500,4,0,2,0,0,0,1,0,0,1,0,1,0,0.263,2015
1,강경학,8.07,LG,0.750,4,1,3,0,0,0,0,1,0,0,0,0,0,0.272,2015
1,강경학,8.08,롯데,0.000,2,1,0,0,0,0,0,0,0,2,0,0,0,0.27,2015
1,강경학,8.09,롯데,0.667,3,0,2,0,0,0,0,0,1,0,1,1,0,0.275,2015
1,강경학,8.11,KT,0.500,2,1,1,0,0,0,0,0,0,1,0,0,0,0.278,2015
1,강경학,8.12,KT,0.500,4,2,2,0,0,0,0,0,0,1,1,1,0,0.282,2015
1,강경학,8.13,넥센,0.250,4,0,1,0,0,0,0,0,0,0,1,1,0,0.281,2015
1,강경학,8.14,넥센,0.200,5,1,1,0,0,0,0,0,0,0,0,0,0,0.279,2015
1,강경학,8.15,삼성,0.250,4,0,1,0,0,0,0,0,0,0,0,1,0,0.279,2015
1,강경학,8.16,삼성,0.750,4,1,3,0,1,0,1,0,0,1,0,0,0,0.287,2015
1,강경학,8.18,NC,0.333,3,0,1,0,0,0,0,0,0,0,0,0,0,0.28800000000000003,2015
1,강경학,8.19,NC,0.000,3,0,0,0,0,0,0,0,0,1,0,0,0,0.284,2015
1,강경학,8.2,KT,0.000,3,0,0,0,0,0,0,0,0,1,0,1,0,0.28,2015
1,강경학,8.21,KT,0.200,5,2,1,0,0,0,0,0,0,0,0,1,0,0.279,2015
1,강경학,8.22,KIA,0.400,5,1,2,0,0,0,0,0,0,0,0,1,0,0.281,2015
1,강경학,8.23,KIA,0.000,3,0,0,0,0,0,1,0,0,1,0,1,0,0.278,2015
1,강경학,8.26,삼성,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,2015
1,강경학,8.27,NC,0.000,3,0,0,0,0,0,0,0,0,0,0,0,0,0.275,2015
1,강경학,8.28,NC,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.273,2015
1,강경학,8.29,두산,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,2015
1,강경학,8.3,두산,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,2015
1,강경학,9.01,KIA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,2015
1,강경학,9.02,KIA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,2015
1,강경학,9.03,넥센,0.500,2,1,1,0,1,0,0,0,0,1,0,0,0,0.275,2015
1,강경학,9.04,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.274,2015
1,강경학,9.05,두산,0.000,1,0,0,0,0,0,0,0,0,0,0,0,1,0.273,2015
1,강경학,9.06,두산,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,2015
1,강경학,9.08,LG,0.250,4,0,1,0,0,0,0,0,0,0,0,2,0,0.273,2015
1,강경학,9.09,LG,0.000,3,0,0,0,0,0,1,0,0,0,0,1,0,0.27,2015
1,강경학,9.11,SK,0.000,5,0,0,0,0,0,0,0,0,0,0,2,0,0.265,2015
1,강경학,9.12,롯데,0.000,3,0,0,0,0,0,0,0,0,0,0,0,0,0.262,2015
1,강경학,9.13,롯데,0.333,3,2,1,0,0,0,0,0,0,1,0,1,0,0.263,2015
1,강경학,9.15,KIA,0.667,3,1,2,0,0,0,2,0,0,1,0,0,0,0.267,2015
1,강경학,9.16,KIA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,2015
1,강경학,9.17,NC,0.333,3,1,1,0,1,0,1,0,0,0,0,0,0,0.268,2015
1,강경학,9.18,NC,0.000,3,0,0,0,0,0,0,0,0,0,0,2,0,0.265,2015
1,강경학,9.19,두산,0.000,4,0,0,0,0,0,0,0,0,0,0,0,0,0.261,2015
1,강경학,9.2,두산,0.000,4,0,0,0,0,0,0,0,0,0,0,1,0,0.258,2015
1,강경학,9.25,넥센,0.000,3,0,0,0,0,0,0,0,0,0,0,1,0,0.255,2015
1,강경학,9.26,넥센,0.000,2,1,0,0,0,0,0,0,0,3,0,1,0,0.253,2015
1,강경학,9.28,NC,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.252,2015
1,강경학,9.29,삼성,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.252,2015
1,강경학,9.3,삼성,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.251,2015
1,강경학,10.01,넥센,1.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0.253,2015
1,강경학,10.02,LG,0.500,4,0,2,1,0,0,1,0,0,0,0,1,0,0.256,2015
1,강경학,10.03,KT,0.333,3,0,1,0,0,0,0,0,0,0,0,1,0,0.257,2015
1,강경학,4.02,LG,0.333,3,1,1,0,0,0,0,0,0,0,0,1,0,0.333,2016
1,강경학,4.05,넥센,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2016
1,강경학,4.06,넥센,0.250,4,1,1,0,0,1,1,0,0,0,0,0,0,0.25,2016
1,강경학,4.07,넥센,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2016
1,강경학,4.08,NC,0.000,2,1,0,0,0,0,1,0,0,1,1,0,0,0.2,2016
1,강경학,4.09,NC,0.000,4,0,0,0,0,0,0,0,0,0,0,2,0,0.14300000000000002,2016
1,강경학,4.1,NC,0.500,4,0,2,0,0,0,0,0,0,0,0,0,0,0.222,2016
1,강경학,4.12,두산,0.000,2,0,0,0,0,0,0,0,0,0,0,0,1,0.2,2016
1,강경학,4.13,두산,0.500,2,0,1,1,0,0,0,0,0,1,0,1,0,0.227,2016
1,강경학,4.14,두산,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,2016
1,강경학,4.15,LG,0.250,4,0,1,0,0,0,0,0,0,0,0,0,2,0.231,2016
1,강경학,4.17,LG,0.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0.214,2016
1,강경학,4.19,롯데,0.000,3,0,0,0,0,0,0,0,0,1,0,2,0,0.194,2016
1,강경학,4.2,롯데,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0.194,2016
1,강경학,4.21,롯데,-,0,1,0,0,0,0,0,0,0,0,0,0,0,0.194,2016
1,강경학,4.28,KIA,-,0,1,0,0,0,0,0,0,0,1,0,0,0,0.194,2016
1,강경학,5.18,삼성,0.000,1,1,0,0,0,0,0,0,0,0,0,0,0,0.188,2016
1,강경학,5.2,KT,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.182,2016
1,강경학,5.21,KT,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,2016
1,강경학,6.1,LG,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.17600000000000002,2016
1,강경학,6.12,LG,0.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0.16699999999999998,2016
1,강경학,6.14,KT,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16699999999999998,2016
1,강경학,6.17,넥센,0.000,3,0,0,0,0,0,0,0,0,0,0,3,0,0.154,2016
1,강경학,6.18,넥센,0.333,3,0,1,0,0,0,1,0,0,0,0,1,0,0.16699999999999998,2016
1,강경학,6.19,넥센,0.000,2,0,0,0,0,0,0,0,0,0,0,0,0,0.159,2016
1,강경학,6.21,NC,0.000,3,0,0,0,0,0,0,0,0,0,0,2,0,0.149,2016
1,강경학,6.23,NC,0.250,4,0,1,0,0,0,0,0,0,0,0,2,0,0.157,2016
1,강경학,6.24,롯데,0.000,4,0,0,0,0,0,0,0,0,0,0,1,0,0.145,2016
1,강경학,6.25,롯데,0.000,4,0,0,0,0,0,0,0,0,0,0,4,0,0.136,2016
1,강경학,6.28,넥센,0.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0.131,2016
1,강경학,6.29,넥센,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,2016
1,강경학,6.3,넥센,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0.131,2016
1,강경학,7.06,SK,0.000,2,1,0,0,0,0,0,0,0,0,0,0,0,0.127,2016
1,강경학,7.07,SK,0.500,2,0,1,0,0,0,1,0,0,0,0,1,0,0.138,2016
1,강경학,7.08,삼성,0.000,2,0,0,0,0,0,0,0,0,0,0,0,0,0.134,2016
1,강경학,7.09,삼성,0.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0.13,2016
1,강경학,7.1,삼성,0.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0.127,2016
1,강경학,7.12,LG,0.333,3,1,1,0,0,0,0,0,0,1,0,1,0,0.135,2016
1,강경학,7.13,LG,0.250,4,1,1,0,0,0,0,0,0,0,0,0,0,0.141,2016
1,강경학,7.14,LG,0.333,3,2,1,0,1,0,0,0,0,0,1,1,0,0.14800000000000002,2016
1,강경학,7.19,KT,0.667,3,2,2,1,1,0,3,0,0,1,0,0,0,0.16699999999999998,2016
1,강경학,7.2,KT,0.333,3,1,1,1,0,0,0,0,0,0,0,1,0,0.172,2016
1,강경학,7.21,KT,0.200,5,1,1,0,0,0,0,0,0,0,0,0,1,0.174,2016
1,강경학,7.22,롯데,0.000,2,0,0,0,0,0,0,0,0,1,0,0,0,0.17,2016
1,강경학,7.23,롯데,0.000,3,0,0,0,0,0,0,0,0,0,0,0,1,0.165,2016
1,강경학,7.24,롯데,0.000,4,0,0,0,0,0,0,0,0,0,0,1,0,0.158,2016
1,강경학,3.31,두산,0.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2017
1,강경학,4.01,두산,0.000,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2017
1,강경학,4.02,두산,0.167,6,0,1,0,0,0,1,0,0,0,0,2,0,0.091,2017
1,강경학,4.04,NC,1.000,2,0,2,0,0,0,2,0,0,1,0,0,0,0.231,2017
1,강경학,4.06,NC,0.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0.2,2017
1,강경학,4.07,KIA,0.000,1,0,0,0,0,0,0,0,0,0,0,1,0,0.188,2017
1,강경학,4.08,KIA,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17600000000000002,2017
1,강경학,4.09,KIA,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17600000000000002,2017
1,강경학,4.11,삼성,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17600000000000002,2017
1,강경학,4.12,삼성,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17600000000000002,2017
1,강경학,4.14,SK,0.000,2,0,0,0,0,0,0,0,0,0,0,2,0,0.158,2017
1,강경학,4.15,SK,0.000,1,0,0,0,0,0,0,0,0,1,0,0,0,0.15,2017
1,강경학,4.16,SK,0.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0.14300000000000002,2017
